"Pacific.blue"	"Alexa"	"APC"
841	703	2452
582	384	1576
1984	489	266
2603	687	192
1509	677	1669
1142	905	1364
2180	648	2642
2094	696	2442
2140	641	1746
1617	910	2606
1680	952	1966
933	624	1691
2572	520	394
2460	688	1631
1644	660	2020
2022	505	1852
999	754	1616
3000	896	496
1315	572	1711
2816	715	537
1320	648	1822
2909	712	349
1565	726	1899
1290	715	1180
919	737	2636
1280	714	1177
1294	658	1801
1929	470	467
1925	683	1549
1100	568	428
815	773	234
1500	651	462
2000	471	1792
2616	884	1904
1829	475	406
2172	782	1819
2555	715	458
1885	737	443
765	702	2539
921	784	1754
2108	573	2438
1513	654	2531
2075	750	1814
3131	361	380
2494	836	2289
1310	637	1245
907	809	2491
2717	952	485
1356	697	2541
3105	944	1803
521	886	477
3225	665	1971
3200	542	2030
946	714	492
2115	473	1909
749	788	2601
1634	694	1951
623	811	473
1531	587	2563
2680	790	2387
1487	749	2409
2557	587	1709
2038	883	1715
2551	928	1952
3242	256	2503
1343	693	349
2568	858	1941
2769	1000	500
1554	609	2472
2008	779	2481
2196	863	2630
3083	918	548
2496	605	455
2161	740	1973
2064	679	2463
2713	636	2565
1597	730	593
1940	716	2439
2800	1001	2061
762	677	447
1965	364	585
2087	882	1863
887	659	2464
2704	1047	1974
3001	803	458
379	684	402
2668	573	2546
2523	753	1770
1609	614	2718
2755	380	2633
2088	441	320
685	687	1714
2080	720	2461
784	575	1872
816	608	1856
1500	575	1856
888	716	1876
2681	675	394
2754	818	1772
1651	909	522
2537	821	2417
1673	674	2655
820	834	2022
2205	586	1666
728	712	436
1634	740	2642
922	762	496
1150	610	1483
2620	971	522
2670	402	571
1518	842	1865
2635	170	1822
2281	892	2058
754	771	541
2199	538	1898
1715	591	1138
778	561	2387
1700	718	2674
669	438	309
2472	727	2350
3101	514	2420
2227	687	1941
794	809	1939
2744	114	391
2581	604	2451
2488	811	477
2618	700	1784
2115	928	2531
703	680	1662
1586	781	2637
3147	653	440
2635	595	2462
1948	715	2406
2153	769	2544
1785	782	1970
541	575	361
1592	830	1957
2485	834	511
997	894	1295
718	583	485
3287	1062	2529
2799	569	2594
3144	865	1771
1468	717	2495
2234	627	1761
3149	415	1701
574	659	1781
632	723	2424
2575	375	511
2695	353	1878
821	618	2514
2625	772	2554
2671	971	2541
2678	899	1867
2147	764	2579
1529	760	1772
1947	565	503
668	636	2554
882	665	451
655	705	1293
594	801	2611
1648	688	1942
2483	327	421
752	674	2468
1639	764	2131
630	509	1573
2099	890	2490
2120	694	1890
1285	579	298
687	725	2431
2604	837	2493
1428	728	466
854	810	481
805	696	439
381	573	357
1390	596	1649
1634	809	1903
839	798	405
2005	514	2300
1985	403	473
712	706	1879
2532	750	594
2258	793	1166
1513	633	1020
861	703	473
2282	711	1980
2981	996	1646
577	575	1753
1475	600	2350
1634	763	2721
2717	403	1724
2570	981	2393
1378	579	421
779	838	2522
2027	696	291
809	726	500
1529	579	1868
1663	831	1939
2030	606	1781
661	847	1905
796	853	368
771	690	1717
1999	480	522
1973	488	2456
739	829	2536
2489	664	2327
1292	734	1163
835	798	470
759	724	2314
2649	886	2516
782	811	2399
3156	469	1801
1356	616	428
2844	629	2025
2094	787	1904
884	751	2681
1522	806	2531
1539	690	2633
2449	364	451
3170	983	2486
842	642	2460
657	635	2470
1987	535	364
1978	616	1685
2038	751	1786
2208	864	2566
1975	671	1724
2114	582	548
1433	721	1737
1428	550	2493
932	608	2354
2031	470	331
2919	894	1908
1714	834	2598
749	519	276
2553	412	1702
1679	727	2632
2117	737	2528
2144	795	1975
1481	680	1500
3199	342	357
2063	577	2250
2070	511	2239
1552	774	2669
1523	718	2640
2557	586	379
739	715	470
2219	847	1998
763	603	1634
2610	839	1840
2642	864	1947
2454	601	2317
2581	677	2461
2753	219	2527
2709	147	2424
684	518	298
3078	908	1778
3082	1082	2481
734	706	443
1155	686	342
2074	814	1903
1907	687	1163
731	775	2484
895	884	1817
2612	625	424
2993	1056	477
3021	714	1731
1330	677	713
2872	443	2083
2528	752	2359
755	723	428
2109	853	1823
2240	702	2000
3060	548	1676
2154	696	2569
1149	692	320
742	796	364
1486	735	2523
3256	998	2621
1776	620	1103
2950	738	331
1543	554	1846
1738	725	2701
689	493	2276
898	577	276
3141	990	353
2451	924	560
837	797	2337
1402	690	548
2926	549	1293
1873	420	294
3107	783	327
2124	651	2403
2577	626	2376
1464	661	496
2612	153	1570
2985	838	2339
1560	702	2008
819	694	1674
2112	650	413
2995	658	575
2584	539	2343
2105	614	1952
829	577	2473
2131	720	2340
2013	621	361
1941	780	439
655	945	421
2099	605	500
812	579	481
914	830	1870
2155	429	391
2585	754	2465
1477	552	421
2186	800	1977
1801	862	2739
1968	729	2537
657	542	2352
718	621	361
1556	550	2608
2568	708	421
1655	931	2720
1983	704	1867
3157	509	1817
2616	807	387
2064	945	548
2109	413	391
1978	533	291
875	687	2557
2670	373	1884
3063	193	361
808	704	1777
2057	748	2520
2562	960	1737
1022	710	2583
1741	562	1941
2042	500	563
2500	767	2292
2571	825	387
867	640	473
1483	702	2574
2598	391	1682
799	693	1542
3245	806	407
2452	552	1947
1499	660	2560
2491	455	1729
2654	421	2521
2505	626	1631
2133	830	2626
1670	548	443
2065	534	1691
702	537	387
692	868	1735
1084	951	2091
1818	688	1700
2746	910	1982
2625	639	2376
763	695	2438
1460	796	466
1654	852	515
2593	682	2520
1391	714	462
3102	873	488
3216	495	2459
3012	828	2340
2250	912	2690
2158	790	2037
2509	465	361
860	862	2568
1650	854	2028
1456	785	1890
2114	638	2408
1557	707	2518
1637	848	2652
2236	651	2560
1958	551	402
2368	711	376
1862	789	2262
546	710	2402
2717	684	332
2066	740	2536
888	742	1798
1138	560	1843
2085	615	1773
741	712	2392
814	632	2360
678	790	387
3158	1036	2523
2780	259	2535
874	613	2407
2992	212	421
1951	672	2469
570	424	2469
436	555	1960
977	986	1964
1644	811	1905
837	652	309
2664	660	1911
1514	906	1892
2145	782	683
1389	764	556
3029	969	2414
1846	764	1643
2686	610	1896
738	669	1773
742	663	2589
1477	641	1795
326	823	2033
1815	813	2094
2670	674	2516
578	628	357
2862	287	2630
2594	493	2424
1633	689	2620
1445	612	567
1398	711	383
2118	790	503
852	593	2280
1250	636	1183
2005	539	439
2898	922	470
2690	794	2580
1452	559	2491
2097	784	2505
1578	728	1899
1959	726	447
792	661	1795
1380	568	320
941	741	447
1558	720	2472
812	720	1983
2345	556	458
825	752	496
1996	564	2536
1429	588	2537
2179	807	1749
3164	1087	1770
1421	773	2544
2112	583	439
719	731	2672
2060	667	2489
905	833	2687
2300	612	533
2201	782	1982
706	643	530
1603	768	2755
1317	529	353
2124	640	1724
847	743	2587
1635	789	1728
2083	599	2536
2805	549	2080
1412	900	1703
1957	793	1919
1455	591	346
747	554	2507
2121	757	1883
2623	599	343
755	737	2483
600	623	1872
629	753	2265
595	839	1720
1003	885	2440
1809	731	1818
2597	667	1917
2721	962	2575
1893	753	1653
2727	162	1775
2019	781	1819
1384	712	406
2186	831	1983
742	713	1830
2202	827	496
1349	685	331
1375	659	1997
616	318	284
2212	880	1939
2066	761	2567
1974	823	481
2737	749	2563
3077	886	2447
2624	839	1841
1547	706	2578
2489	592	548
3083	361	503
2645	926	485
3059	223	477
1451	781	1954
1648	850	2714
3097	643	1798
746	751	2685
867	792	1808
1548	730	2541
2480	985	2372
1502	684	1889
2063	458	2406
2143	585	391
785	602	2464
2036	737	2489
2065	724	518
2478	705	1644
2018	906	2508
2008	860	1810
3146	349	2482
1093	728	1224
2649	859	1945
810	841	2539
848	859	507
1997	690	1878
3099	508	546
3027	827	2459
592	868	2081
784	693	533
949	781	481
2706	794	2532
2071	696	518
2041	802	1806
3131	246	473
2158	933	1932
1596	784	2609
1510	789	1678
2524	834	2359
1965	593	439
3097	981	2400
1967	626	2279
2617	952	492
876	736	503
654	684	1862
648	685	1816
858	700	2402
3210	293	2472
1618	576	2610
3055	705	1659
1469	631	309
2223	656	2433
2431	892	1639
516	594	309
716	625	2265
2513	629	432
624	530	492
2403	679	1188
1948	761	2459
2599	893	2509
2114	554	1850
1953	550	391
2030	578	2300
2671	795	2507
2552	276	2336
1656	827	2101
2697	458	2099
2096	838	1916
2116	828	2019
903	594	2462
2259	832	2008
1583	610	2003
2096	828	2610
704	740	406
2129	615	2447
3137	806	2410
1403	898	1853
1031	896	1857
2679	591	2535
835	761	2616
500	813	2550
1416	690	2390
1868	602	230
2960	687	241
1523	742	1843
1441	657	2470
404	635	305
2615	391	1735
2689	479	2458
1281	721	2399
2195	656	458
1689	941	2214
1612	574	2523
1225	619	500
1426	719	1728
1591	690	1908
1462	545	2575
1395	696	2439
763	635	273
1942	541	206
1499	821	2631
2574	679	305
708	552	805
1368	730	383
2103	897	2025
1498	784	1815
1053	892	1899
2071	693	428
893	721	1778
2494	889	2305
2304	759	2094
2077	553	2464
2591	687	2395
2695	734	1811
2058	623	2556
2564	493	192
2659	774	1964
1304	713	470
1506	787	327
1529	651	428
2600	489	383
2123	766	651
671	605	1001
2689	890	1942
859	821	2431
2128	754	2504
921	567	541
896	648	2519
1499	610	537
1457	588	1855
2166	665	1978
608	635	473
1856	549	2270
1658	649	2533
3214	700	380
829	766	1079
2704	705	237
1545	756	413
1584	829	2555
1581	874	1904
1958	578	1733
2573	745	515
588	547	2418
1694	893	1966
2179	882	1981
1690	902	2026
1979	677	2324
676	749	1914
1294	621	1346
1908	726	2259
2149	801	1844
1690	853	2730
3183	599	2473
1487	822	2541
770	555	294
2548	478	387
3120	569	2392
1924	621	1660
1363	716	500
468	704	413
1986	903	2008
1972	701	604
1531	711	1985
2068	855	2406
730	598	421
2786	623	2011
3056	1007	2356
854	667	2036
2087	681	409
3300	801	1967
2193	461	2571
3142	837	1793
623	575	2483
1501	618	2496
2845	633	1975
2121	709	2477
1844	545	421
2489	873	1795
2627	315	515
936	735	477
1444	797	530
2492	732	342
3346	1092	2584
1391	696	1498
2673	404	391
2098	568	2364
2670	497	1885
587	553	335
1044	998	1968
2220	1023	2094
2743	460	368
588	786	2582
701	559	2525
2488	672	1434
639	695	2604
685	842	2595
2579	674	302
3087	1096	1698
730	738	2565
2564	580	2410
2253	923	2113
793	770	2493
2095	813	1951
1411	715	556
1496	684	1994
2682	598	605
3136	383	2529
1378	704	421
947	748	1996
1616	749	1795
438	582	443
3009	676	478
2070	591	2580
787	693	1738
970	811	394
845	697	2506
1408	593	2330
2563	289	428
1918	649	1697
2754	292	2041
1512	903	1926
1520	765	2624
824	903	1983
2662	242	2506
1804	900	1267
943	850	2465
1233	586	2065
1949	810	2398
3111	1030	249
683	605	284
1167	480	213
773	621	2553
1832	489	338
792	552	357
2010	518	230
2125	668	1992
2082	629	1718
1966	727	2237
2199	863	2660
2760	765	1733
2065	1000	2751
2691	873	470
832	532	1787
3192	972	2474
3273	866	1957
477	501	1635
1773	686	2588
1968	702	1774
1706	933	2685
708	623	2398
3013	795	463
1625	559	331
697	774	492
2659	775	1921
2301	552	1139
2002	763	481
3097	986	372
2041	699	533
886	911	485
3088	531	1814
1412	721	2531
2698	911	2076
1461	673	394
1468	733	2417
1800	571	1993
2557	391	316
2630	536	379
780	830	2744
3104	833	448
692	830	1921
935	917	2691
2356	852	361
2065	566	2438
1539	674	1812
1685	644	2677
2458	902	2295
1637	732	466
2065	681	1894
3223	826	1935
2110	648	2499
2031	704	1762
2739	981	2549
1865	871	2187
2059	796	2479
1497	889	2053
852	619	2515
2515	861	1759
1913	830	2359
2192	593	2627
468	599	1736
783	652	1771
3160	488	2428
735	794	1549
2759	835	432
3122	552	1675
1614	740	2040
696	704	1810
2699	338	398
2212	806	1910
1235	686	1244
973	719	1968
1985	627	1552
1012	800	2605
1875	730	1628
620	648	2497
749	800	372
1953	716	1679
2539	866	567
2100	416	2491
2670	1043	2586
1331	851	1760
2044	769	2490
1219	595	1616
1373	787	1792
1357	674	2514
3143	965	1631
858	788	2667
1942	695	1746
1043	832	2438
1978	618	2412
1986	794	473
846	700	406
3148	785	485
1918	783	1685
1463	727	409
3070	973	2411
1592	960	2756
756	784	2373
1198	622	379
2606	290	2428
2501	828	492
1038	834	541
1489	730	1871
2571	674	545
948	750	1877
2098	922	1885
693	677	455
2610	662	1893
2202	794	2027
1782	704	1841
866	732	466
874	593	2466
1624	638	970
1528	683	409
681	704	368
2493	953	2368
1978	706	2570
1174	718	1860
1923	835	1510
1991	667	2421
782	725	1561
916	809	477
2272	503	962
745	544	2551
2477	734	2317
2521	714	2295
2705	847	1839
2512	682	1738
3172	570	2494
2136	764	2018
2528	499	368
1686	974	2154
824	690	2522
2497	510	391
2022	414	1728
1381	644	2460
1373	527	2584
1223	614	1991
3132	213	2310
2572	425	2096
1474	807	496
1388	769	1656
2566	276	376
763	512	1917
2582	370	1778
1939	669	1734
1625	738	1765
1055	940	2080
897	760	1800
3020	856	2338
3347	951	2001
2626	825	2559
1403	658	466
1613	865	2639
1071	540	1218
640	615	447
1604	759	2713
607	613	1773
2112	764	1976
1941	775	1654
1427	723	2476
1595	800	2552
1470	693	376
2816	995	368
3223	434	2445
2122	642	2493
3242	528	471
2692	207	1812
1476	767	1812
2071	769	2467
1383	760	1760
1392	572	2358
431	642	398
543	660	2528
1629	651	424
1489	735	2563
2588	354	1715
2585	770	2447
2091	738	1892
2633	749	458
866	697	309
975	764	357
2462	571	1981
947	816	1847
2748	666	2551
2612	919	1842
1018	901	515
2062	802	406
2644	311	2424
637	640	1805
695	604	2450
1539	864	2540
395	512	305
2711	240	1855
686	875	2546
3103	515	1739
1961	669	1686
1801	881	582
3040	733	1029
362	625	2405
2722	737	2596
456	664	394
2574	748	1867
1967	664	511
1252	480	327
533	665	432
2046	760	1853
1505	878	1831
3222	306	572
1600	803	2645
2067	545	443
2043	637	428
1406	496	473
2700	636	1888
2617	985	563
1541	804	1991
1846	882	647
1464	629	353
1158	891	1095
1451	789	481
2153	971	2602
1400	750	560
830	737	402
2170	851	2593
2737	970	1932
2609	397	1730
1330	485	398
1078	647	349
2175	798	394
2282	528	1723
2759	601	1993
1271	757	496
1762	870	2782
2170	841	2569
2370	328	1463
632	609	1775
2129	749	2330
2029	658	1817
2645	210	2406
2006	644	2499
1087	744	1085
2234	769	2570
1985	768	1908
3307	282	1982
593	650	1833
2231	707	2640
2679	455	2489
3087	406	379
3068	653	210
1968	619	1764
1428	661	1702
1964	644	432
635	790	1222
1884	432	1610
3184	536	2440
3354	891	2099
799	462	417
1278	570	511
1564	767	1790
2561	861	575
2514	700	1783
2690	390	1790
1939	811	552
900	796	2025
1636	733	2614
1508	732	1836
3102	1100	1795
934	864	417
1740	814	1066
1981	537	2404
1634	874	1996
745	771	2365
2146	825	1935
760	807	2427
963	616	1823
2106	619	2536
1454	616	2607
596	781	1733
2530	694	424
1323	580	357
888	739	1680
907	485	1832
1944	549	500
2236	656	1698
2687	957	2545
1663	719	1822
1632	628	451
2612	659	2433
2969	905	500
506	717	2453
2781	758	2047
1877	684	1634
2968	833	556
2236	556	2478
1457	513	470
1934	684	383
3055	587	1715
1318	630	436
1889	592	1401
714	713	2537
1412	607	462
1150	672	368
2328	650	432
2058	755	2601
735	619	413
2594	570	2451
3269	998	542
2033	609	1777
2035	549	1619
3083	293	1696
1771	711	2667
938	618	394
1820	575	458
552	689	331
1574	679	1727
374	580	357
1532	854	462
1969	844	1713
1607	717	492
787	879	1927
2714	693	443
1486	729	1710
2737	766	1774
841	775	1933
721	648	1639
1566	698	2367
2636	581	466
1511	775	530
1438	767	1746
3035	933	2320
759	808	503
2430	747	1981
780	612	462
858	604	2493
2700	653	1964
2486	757	398
1205	605	361
1729	569	417
3114	1037	1748
3130	661	463
1553	789	2668
1884	553	298
1551	649	2610
2064	714	1844
1535	904	541
1853	685	500
715	733	2480
2649	156	489
3268	879	463
2636	588	1836
2172	724	2640
3185	991	1887
2749	356	2471
1625	684	2617
778	691	327
831	727	545
571	786	1834
2560	542	1686
2144	498	2438
3082	666	578
747	747	1806
293	666	2379
761	952	2425
1838	436	287
2607	978	2557
1330	701	1198
1271	588	1694
3279	859	2676
1489	888	2690
2407	959	578
3214	764	2504
2071	595	2393
3146	846	2390
1533	734	458
847	585	2532
1542	584	829
3255	1079	2495
2018	627	349
2868	885	324
1271	703	1605
2736	427	1828
2071	762	1876
2041	667	1750
1982	632	2362
1992	354	342
2290	758	2044
2210	670	926
2596	785	2439
2667	350	413
2733	839	1905
791	760	1827
3011	954	488
1980	770	1755
1389	683	1780
975	661	1777
2002	611	1857
1980	735	391
915	756	1817
1554	780	316
2439	745	2297
664	815	1613
2575	451	1638
2486	786	2390
2653	844	2497
1557	843	2688
513	643	1651
2157	581	2636
2502	931	2353
743	885	2564
1131	838	1768
2102	816	545
1394	677	2341
1658	723	2671
908	585	436
609	594	413
2186	629	2474
3152	701	2448
1343	683	503
2033	715	2295
3241	853	1781
1500	625	379
3013	596	1563
1915	488	1691
2632	802	458
1374	761	507
946	801	1932
909	758	545
1580	737	1628
697	505	394
954	808	2616
1654	747	2667
1620	713	2693
2816	517	2000
986	828	1339
1453	542	1765
955	771	1973
2552	775	1819
1450	526	1848
2104	612	443
1730	754	2689
778	803	2563
712	772	1668
2085	860	473
898	716	1754
2708	578	2643
1967	768	2420
1888	596	629
936	770	622
1558	635	2607
3166	781	2446
2162	541	432
2660	162	522
935	699	1797
2792	273	1994
1021	892	2485
2022	753	541
1061	641	2337
1609	731	552
3058	754	1700
2720	604	1902
2546	802	2418
1238	534	368
1677	799	2706
1874	572	1698
1528	835	1960
2758	851	1816
3032	980	354
674	698	2490
878	634	383
2270	858	2141
1718	794	2046
3232	785	2490
1493	687	346
1077	490	967
2009	700	2434
1967	482	2406
2661	358	2411
1943	305	387
1802	601	424
1442	583	428
954	719	2523
688	631	409
2658	693	413
1617	883	2031
1989	577	417
703	470	361
1662	737	2693
1653	604	2495
1390	586	302
3039	1017	2347
910	793	1949
2996	940	436
1416	753	470
1486	645	2527
1840	880	1851
815	888	1716
1259	813	364
1002	811	1863
604	721	1748
1051	729	596
2544	860	459
2154	555	2516
1026	805	417
650	692	402
956	865	473
1300	668	421
2576	559	470
1395	695	1809
819	782	439
2680	820	1897
2293	764	1939
684	760	2494
2086	571	537
922	752	1698
2602	890	2284
2708	1016	2616
1309	587	1917
1499	800	1695
893	721	1773
906	787	2547
2761	951	1165
850	972	515
3009	982	2385
2511	469	1335
887	789	1790
1527	769	1736
1944	518	1858
680	607	1809
1352	658	2544
2045	477	402
1423	758	2440
2350	963	2737
1628	718	2539
2596	796	1843
3032	576	451
1991	822	2456
745	637	1708
2529	548	327
2172	553	436
2559	798	2550
665	601	462
1493	759	1795
781	847	2098
1504	726	413
1447	748	1686
2550	867	1802
1624	744	2633
2480	538	421
1241	538	428
1414	744	589
2766	236	2507
3099	598	2471
1884	744	2784
1867	771	2330
914	603	1854
922	450	1793
922	636	1974
2758	550	1883
923	864	1844
911	959	2685
1008	512	1051
900	661	1763
2588	623	406
643	496	387
2079	993	2488
1936	715	342
993	844	2680
3314	133	2704
1107	461	1677
2978	955	1494
2232	673	402
1342	798	1091
1701	783	1984
2152	753	2551
2217	619	2520
2110	612	1899
1694	811	2749
2643	792	2380
743	471	372
1431	755	473
1143	581	2300
1989	644	2485
2037	610	387
2658	366	2492
2152	715	1910
3233	870	2604
2702	457	1835
1547	908	1395
1443	767	2517
2697	740	567
861	680	2512
3101	850	2557
1144	816	1210
1450	670	2558
2106	607	548
2156	859	1955
742	547	372
2571	576	1501
607	727	522
1380	738	636
2584	411	2304
1113	505	294
909	619	2394
2304	683	2070
3107	883	2477
683	889	2600
771	766	447
615	660	451
2457	978	413
966	893	1890
1109	898	1910
1888	766	2037
956	682	335
1881	776	2036
1904	620	456
2915	925	1389
2047	646	2344
2607	528	1755
2671	947	2544
980	884	2678
984	1026	2044
2460	594	2338
1538	576	372
2105	679	331
1356	642	327
1986	774	1730
527	672	353
658	623	451
1003	853	2179
2253	1011	1937
2460	412	2167
1949	514	309
3082	374	496
1609	659	1830
903	558	913
2871	855	458
1994	646	1740
2763	681	2003
1802	862	2670
1404	660	1874
984	737	2475
1074	812	1841
1598	745	2652
2153	586	417
774	637	1221
1496	641	1833
1721	640	2025
759	879	2390
767	712	376
1011	898	1994
1908	537	466
1692	928	1995
2574	430	2184
2011	675	541
1935	688	1756
1985	686	1768
2653	791	2576
1838	599	1629
1977	638	2361
1636	791	1770
826	771	2367
2712	291	2520
2091	577	424
2554	806	530
990	675	2431
715	419	1684
3045	484	309
825	602	2866
3239	819	2005
991	565	424
2059	465	1737
2024	572	2386
2687	781	1884
1465	740	394
743	735	507
2169	821	2531
676	734	1926
800	775	2579
1310	810	970
863	759	1839
2168	540	1920
1274	671	522
1969	680	1745
1871	765	455
2476	697	1674
2773	187	533
1274	648	1512
3025	835	1732
1687	837	2757
2999	604	563
1786	605	496
3059	1052	1744
3013	727	2354
628	501	2549
1442	532	338
3035	752	2339
3056	794	2334
621	399	342
897	900	2611
1991	577	443
1772	878	2779
2010	628	1534
1516	944	1853
605	769	2636
3127	344	1709
1944	644	2302
1935	710	2477
2495	991	503
2111	518	1776
659	499	1736
3131	550	1740
1616	528	507
804	825	1950
2133	918	1885
3238	999	362
2126	555	1976
749	617	1917
721	490	398
870	780	2464
998	832	1728
1109	919	1829
727	626	2523
434	507	287
682	555	2531
2210	692	1992
997	805	2011
2105	838	2646
2542	757	1566
714	749	481
1539	786	2635
1452	707	335
1505	759	324
2873	978	508
1841	654	1171
2601	258	1950
1499	591	2562
2727	324	1866
514	733	1964
1949	630	1688
1516	674	458
2605	570	452
3223	659	1886
2967	618	549
764	657	2405
739	643	496
1402	607	1654
1470	747	1682
1579	814	2595
2016	589	2430
2602	909	1875
1261	623	533
755	625	1754
1933	774	280
